COUNTRY,DATE,GROUP,COVID_VACCINE_ADM_1D,COVID_VACCINE_COV_1D,POPULATION,QUARTER,YEAR
MDA,2025-01-01,hcw,202.000000000,0.002756249,73288.000000000,4,2024
PRT,2025-01-01,hcw,118727.000000000,0.257115632,461765.000000000,4,2024
AFG,2025-01-01,hcw,12565.000000000,0.012596251,997519.000000000,4,2024
AIA,2025-01-01,hcw,0.000000000,,,4,2024
ALB,2025-01-01,hcw,184.000000000,0.005001223,36791.000000000,4,2024
ARG,2025-01-01,hcw,88939.000000000,0.076674989,1159948.000000000,4,2024
AUS,2025-01-01,hcw,87671.000000000,0.048906465,1792626.000000000,4,2024
BFA,2025-01-01,hcw,148.000000000,0.002597038,56988.000000000,4,2024
BHR,2025-01-01,hcw,49.000000000,0.009662788,5071.000000000,4,2024
BLR,2025-01-01,hcw,22728.000000000,0.058881439,385996.000000000,4,2024
BMU,2025-01-01,hcw,145.000000000,,,4,2024
BRA,2025-01-01,hcw,700980.000000000,0.145078621,4831725.000000000,4,2024
BWA,2025-01-01,hcw,0.000000000,0.000000000,23610.000000000,4,2024
CAF,2025-01-01,hcw,35916.000000000,4.141605166,8672.000000000,4,2024
CHL,2025-01-01,hcw,178628.000000000,0.353058139,505945.000000000,4,2024
CIV,2025-01-01,hcw,19.000000000,0.000171573,110740.000000000,4,2024
CMR,2025-01-01,hcw,157.000000000,0.000841728,186521.000000000,4,2024
CYM,2025-01-01,hcw,49.000000000,,,4,2024
ECU,2025-01-01,hcw,55727.000000000,0.267133564,208611.000000000,4,2024
ETH,2025-01-01,hcw,15974.000000000,0.038364916,416370.000000000,4,2024
GEO,2025-01-01,hcw,0.000000000,0.000000000,75607.000000000,4,2024
GMB,2025-01-01,hcw,130.000000000,0.023074192,5634.000000000,4,2024
GTM,2025-01-01,hcw,11146.000000000,0.088480682,125971.000000000,4,2024
HKG,2025-01-01,hcw,2288.000000000,,,4,2024
HND,2025-01-01,hcw,1724.000000000,0.021331618,80819.000000000,4,2024
IDN,2025-01-01,hcw,4425.000000000,0.002447510,1807960.000000000,4,2024
JAM,2025-01-01,hcw,65.000000000,0.001701482,38202.000000000,4,2024
MAC,2025-01-01,hcw,239.000000000,,,4,2024
MEX,2025-01-01,hcw,316498.000000000,0.197852799,1599664.000000000,4,2024
MSR,2025-01-01,hcw,0.000000000,,,4,2024
MWI,2025-01-01,hcw,1381.000000000,0.046783428,29519.000000000,4,2024
NGA,2025-01-01,hcw,867.000000000,0.000781489,1109420.000000000,4,2024
PAN,2025-01-01,hcw,1542.000000000,0.015039794,102528.000000000,4,2024
PER,2025-01-01,hcw,33479.000000000,0.086054976,389042.000000000,4,2024
PRY,2025-01-01,hcw,9468.000000000,0.073201280,129342.000000000,4,2024
SAU,2025-01-01,hcw,37049.000000000,0.049854335,743145.000000000,4,2024
SLV,2025-01-01,hcw,1550.000000000,0.022842153,67857.000000000,4,2024
SRB,2025-01-01,hcw,0.000000000,0.000000000,196066.000000000,4,2024
SYR,2025-01-01,hcw,1940.000000000,0.010227752,189680.000000000,4,2024
TJK,2025-01-01,hcw,0.000000000,0.000000000,90889.000000000,4,2024
TLS,2025-01-01,hcw,774163.000000000,135.366847351,5719.000000000,4,2024
VCT,2025-01-01,hcw,0.000000000,0.000000000,1014.000000000,4,2024
VGB,2025-01-01,hcw,0.000000000,,,4,2024
YEM,2025-01-01,hcw,1528.000000000,0.018204563,83935.000000000,4,2024
ZMB,2025-01-01,hcw,220.000000000,0.002325164,94617.000000000,4,2024
BEL,2025-01-01,old,1126538.000000000,0.466808991,2413274.000000000,4,2024
BGR,2025-01-01,old,68104.000000000,0.035205982,1934444.000000000,4,2024
CZE,2025-01-01,old,258319.000000000,0.090647215,2849718.000000000,4,2024
DEU,2025-01-01,old,247453.000000000,0.009441278,26209692.000000000,4,2024
DNK,2025-01-01,old,1569052.000000000,1.257997117,1247262.000000000,4,2024
ESP,2025-01-01,old,3440725.000000000,0.255532999,13464895.000000000,4,2024
EST,2025-01-01,old,56059.000000000,0.148768248,376821.000000000,4,2024
FIN,2025-01-01,old,2370496.000000000,1.388653850,1707046.000000000,4,2024
FRA,2025-01-01,old,237397.000000000,0.012551556,18913751.000000000,4,2024
GRC,2025-01-01,old,176747.000000000,0.057354329,3081668.000000000,4,2024
HUN,2025-01-01,old,39039.000000000,0.015163026,2574618.000000000,4,2024
IRL,2025-01-01,old,1303714.000000000,1.159302061,1124568.000000000,4,2024
ISL,2025-01-01,old,1613.000000000,0.019428117,83024.000000000,4,2024
ITA,2025-01-01,old,920404.000000000,0.048390327,19020413.000000000,4,2024
LTU,2025-01-01,old,6997.000000000,0.008915943,784774.000000000,4,2024
LUX,2025-01-01,old,1895.000000000,0.013072842,144957.000000000,4,2024
LVA,2025-01-01,old,42915.000000000,0.079522587,539658.000000000,4,2024
MDA,2025-01-01,old,547.000000000,0.000782965,698626.000000000,4,2024
POL,2025-01-01,old,625147.000000000,0.061759145,10122339.000000000,4,2024
PRT,2025-01-01,old,2693766.000000000,0.819630860,3286560.000000000,4,2024
ROU,2025-01-01,old,2351.000000000,0.000487881,4818801.000000000,4,2024
SVN,2025-01-01,old,35204.000000000,0.076315259,461297.000000000,4,2024
SWE,2025-01-01,old,3193094.000000000,1.139887128,2801237.000000000,4,2024
UKR,2025-01-01,old,19433.000000000,0.001954401,9943198.000000000,4,2024
AFG,2025-01-01,old,1935071.000000000,0.535159520,3615877.000000000,4,2024
AIA,2025-01-01,old,0.000000000,0.000000000,2705.000000000,4,2024
ALB,2025-01-01,old,1584.000000000,0.002411003,656988.000000000,4,2024
ARG,2025-01-01,old,677725.000000000,0.088033395,7698499.000000000,4,2024
ARM,2025-01-01,old,869.000000000,0.001430587,607443.000000000,4,2024
AUS,2025-01-01,old,915991.000000000,0.419397508,2184064.000000000,4,2024
BEN,2025-01-01,old,24251.000000000,0.033692614,719772.000000000,4,2024
BFA,2025-01-01,old,1837.000000000,0.000845979,2171449.000000000,4,2024
BHR,2025-01-01,old,227.000000000,0.002118605,107146.000000000,4,2024
BLR,2025-01-01,old,21459.000000000,0.009494998,2260032.000000000,4,2024
BLZ,2025-01-01,old,3.000000000,0.000089590,33486.000000000,4,2024
BMU,2025-01-01,old,649.000000000,0.033616492,19306.000000000,4,2024
BOL,2025-01-01,old,63069.000000000,0.059600997,1058187.000000000,4,2024
BON,2025-01-01,old,646.000000000,,,4,2024
BRA,2025-01-01,old,4705455.000000000,0.137733561,34163460.000000000,4,2024
BRB,2025-01-01,old,0.000000000,0.000000000,65931.000000000,4,2024
BWA,2025-01-01,old,0.000000000,0.000000000,154308.000000000,4,2024
CAF,2025-01-01,old,189570.000000000,0.974713093,194488.000000000,4,2024
CHL,2025-01-01,old,974543.000000000,0.251731238,3871363.000000000,4,2024
CIV,2025-01-01,old,90330.000000000,0.029458381,3066360.000000000,4,2024
CMR,2025-01-01,old,3078.000000000,0.001098590,2801773.000000000,4,2024
CYM,2025-01-01,old,484.000000000,0.044852192,10791.000000000,4,2024
ECU,2025-01-01,old,34566.000000000,0.022842469,1513234.000000000,4,2024
GBR,2025-01-01,old,6724528.000000000,0.498785807,13481795.000000000,4,2024
GEO,2025-01-01,old,0.000000000,0.000000000,837794.000000000,4,2024
GMB,2025-01-01,old,4716.000000000,0.033007412,142877.000000000,4,2024
HKG,2025-01-01,old,189963.000000000,0.054938454,3457742.000000000,4,2024
HND,2025-01-01,old,83460.000000000,0.113286223,736718.000000000,4,2024
IDN,2025-01-01,old,41.000000000,0.000001259,32573758.000000000,4,2024
JAM,2025-01-01,old,561.000000000,0.001522285,368525.000000000,4,2024
KEN,2025-01-01,old,45443.000000000,0.016726682,2716797.000000000,4,2024
KOR,2025-01-01,old,4840463.000000000,0.485609720,9967805.000000000,4,2024
LCA,2025-01-01,old,0.000000000,0.000000000,17291.000000000,4,2024
MAC,2025-01-01,old,15096.000000000,0.146878253,102779.000000000,4,2024
MDV,2025-01-01,old,2.000000000,0.000050633,39500.000000000,4,2024
MEX,2025-01-01,old,2783909.000000000,0.174502234,15953429.000000000,4,2024
MKD,2025-01-01,old,43.000000000,0.000130857,328604.000000000,4,2024
MLT,2025-01-01,old,22612.000000000,0.161122987,140340.000000000,4,2024
MMR,2025-01-01,old,1775207.000000000,0.285373370,6220647.000000000,4,2024
MNE,2025-01-01,old,4.000000000,0.000035129,113865.000000000,4,2024
MRT,2025-01-01,old,0.000000000,0.000000000,262030.000000000,4,2024
MSR,2025-01-01,old,0.000000000,0.000000000,1176.000000000,4,2024
MWI,2025-01-01,old,92873.000000000,0.107202303,866334.000000000,4,2024
NGA,2025-01-01,old,26863.000000000,0.001128356,23807198.000000000,4,2024
NZL,2025-01-01,old,334583.000000000,0.373174880,896585.000000000,4,2024
PAN,2025-01-01,old,2454.000000000,0.004022575,610057.000000000,4,2024
PER,2025-01-01,old,401563.000000000,0.090309683,4446511.000000000,4,2024
PRY,2025-01-01,old,53884.000000000,0.078447016,686884.000000000,4,2024
QAT,2025-01-01,old,125.000000000,0.000345582,361709.000000000,4,2024
SAU,2025-01-01,old,223878.000000000,0.126720934,1766701.000000000,4,2024
SDN,2025-01-01,old,412801.000000000,0.154623853,2669711.000000000,4,2024
SEN,2025-01-01,old,187.000000000,0.000181233,1031822.000000000,4,2024
SLV,2025-01-01,old,24560.000000000,0.033308108,737358.000000000,4,2024
SRB,2025-01-01,old,96.000000000,0.000048316,1986913.000000000,4,2024
SUR,2025-01-01,old,0.000000000,0.000000000,77667.000000000,4,2024
SYR,2025-01-01,old,2772.000000000,0.001039382,2666969.000000000,4,2024
TGO,2025-01-01,old,126.000000000,0.000252525,498961.000000000,4,2024
TJK,2025-01-01,old,0.000000000,0.000000000,711365.000000000,4,2024
TLS,2025-01-01,old,774163.000000000,7.349113830,105341.000000000,4,2024
URY,2025-01-01,old,84031.000000000,0.115696096,726308.000000000,4,2024
YEM,2025-01-01,old,2044.000000000,0.001250728,1634248.000000000,4,2024
ZMB,2025-01-01,old,16731.000000000,0.023484083,712440.000000000,4,2024
AIA,2025-01-01,other,0.000000000,,,4,2024
ARG,2025-01-01,other,1162470.000000000,,,4,2024
BLR,2025-01-01,other,12791.000000000,,,4,2024
BRA,2025-01-01,other,2823881.000000000,,,4,2024
BWA,2025-01-01,other,0.000000000,,,4,2024
CHL,2025-01-01,other,213849.000000000,,,4,2024
CIV,2025-01-01,other,8424.000000000,,,4,2024
COL,2025-01-01,other,740358.000000000,,,4,2024
ECU,2025-01-01,other,7141.000000000,,,4,2024
ETH,2025-01-01,other,15106.000000000,,,4,2024
JAM,2025-01-01,other,4477.000000000,,,4,2024
KEN,2025-01-01,other,490196.000000000,,,4,2024
KOR,2025-01-01,other,42181.000000000,,,4,2024
MEX,2025-01-01,other,1182654.000000000,,,4,2024
MNE,2025-01-01,other,93.000000000,,,4,2024
MSR,2025-01-01,other,0.000000000,,,4,2024
MWI,2025-01-01,other,824463.000000000,,,4,2024
NGA,2025-01-01,other,59288.000000000,,,4,2024
PAN,2025-01-01,other,9750.000000000,,,4,2024
PRY,2025-01-01,other,103049.000000000,,,4,2024
SAU,2025-01-01,other,2145.000000000,,,4,2024
TGO,2025-01-01,other,126.000000000,,,4,2024
TLS,2025-01-01,other,182806.000000000,,,4,2024
UGA,2025-01-01,other,0.000000000,,,4,2024
URY,2025-01-01,other,110211.000000000,,,4,2024
ESP,2025-01-01,pw,8522.000000000,,,4,2024
IRL,2025-01-01,pw,3455.000000000,,,4,2024
LVA,2025-01-01,pw,170.000000000,,,4,2024
PRT,2025-01-01,pw,9424.000000000,,,4,2024
AIA,2025-01-01,pw,0.000000000,,,4,2024
ALB,2025-01-01,pw,22.000000000,,,4,2024
ARG,2025-01-01,pw,5902.000000000,,,4,2024
BHR,2025-01-01,pw,0.000000000,,,4,2024
BLZ,2025-01-01,pw,0.000000000,,,4,2024
BOL,2025-01-01,pw,4337.000000000,,,4,2024
BRA,2025-01-01,pw,161375.000000000,,,4,2024
BWA,2025-01-01,pw,0.000000000,,,4,2024
CHL,2025-01-01,pw,10843.000000000,,,4,2024
CIV,2025-01-01,pw,15931.000000000,,,4,2024
CYM,2025-01-01,pw,2.000000000,,,4,2024
ECU,2025-01-01,pw,5829.000000000,,,4,2024
GRD,2025-01-01,pw,575.000000000,,,4,2024
GTM,2025-01-01,pw,2090.000000000,,,4,2024
HKG,2025-01-01,pw,199.000000000,,,4,2024
HND,2025-01-01,pw,11281.000000000,,,4,2024
MEX,2025-01-01,pw,180673.000000000,,,4,2024
MSR,2025-01-01,pw,0.000000000,,,4,2024
MWI,2025-01-01,pw,37809.000000000,,,4,2024
PAN,2025-01-01,pw,306.000000000,,,4,2024
PER,2025-01-01,pw,7493.000000000,,,4,2024
PRY,2025-01-01,pw,1881.000000000,,,4,2024
SAU,2025-01-01,pw,176.000000000,,,4,2024
SLV,2025-01-01,pw,496.000000000,,,4,2024
URY,2025-01-01,pw,1710.000000000,,,4,2024
ZMB,2025-01-01,pw,89.000000000,,,4,2024
BEL,2025-01-01,all,1420257.000000000,,,4,2024
BGR,2025-01-01,all,37121.000000000,,,4,2024
CZE,2025-01-01,all,317550.000000000,,,4,2024
DEU,2025-01-01,all,295744.000000000,,,4,2024
DNK,2025-01-01,all,820010.000000000,,,4,2024
ESP,2025-01-01,all,4113679.000000000,,,4,2024
EST,2025-01-01,all,31340.000000000,,,4,2024
FIN,2025-01-01,all,2592971.000000000,,,4,2024
FRA,2025-01-01,all,286571.000000000,,,4,2024
GRC,2025-01-01,all,216673.000000000,,,4,2024
HUN,2025-01-01,all,21856.000000000,,,4,2024
IRL,2025-01-01,all,688214.000000000,,,4,2024
ISL,2025-01-01,all,930.000000000,,,4,2024
ITA,2025-01-01,all,0.000000000,,,4,2024
KAZ,2025-01-01,all,3773.000000000,,,4,2024
LIE,2025-01-01,all,49.000000000,,,4,2024
LTU,2025-01-01,all,0.000000000,,,4,2024
LUX,2025-01-01,all,1115.000000000,,,4,2024
LVA,2025-01-01,all,23373.000000000,,,4,2024
MDA,2025-01-01,all,648.000000000,,,4,2024
POL,2025-01-01,all,839526.000000000,,,4,2024
PRT,2025-01-01,all,3054068.000000000,,,4,2024
ROU,2025-01-01,all,1727.000000000,,,4,2024
SVN,2025-01-01,all,19512.000000000,,,4,2024
SWE,2025-01-01,all,3084834.000000000,,,4,2024
UKR,2025-01-01,all,53906.000000000,,,4,2024
AFG,2025-01-01,all,1935071.000000000,,,4,2024
AIA,2025-01-01,all,0.000000000,,,4,2024
ALB,2025-01-01,all,3839.000000000,,,4,2024
ARG,2025-01-01,all,1692401.000000000,,,4,2024
AUS,2025-01-01,all,2498445.000000000,,,4,2024
AUT,2025-01-01,all,443454.000000000,,,4,2024
BGD,2025-01-01,all,20975.000000000,,,4,2024
BHR,2025-01-01,all,416.000000000,,,4,2024
BLZ,2025-01-01,all,1073.000000000,,,4,2024
BMU,2025-01-01,all,2051.000000000,,,4,2024
BOL,2025-01-01,all,329596.000000000,,,4,2024
BON,2025-01-01,all,875.000000000,,,4,2024
BRA,2025-01-01,all,12415520.000000000,,,4,2024
BRB,2025-01-01,all,0.000000000,,,4,2024
BWA,2025-01-01,all,0.000000000,,,4,2024
CAF,2025-01-01,all,266609.000000000,,,4,2024
CHL,2025-01-01,all,1910814.000000000,,,4,2024
CIV,2025-01-01,all,8424.000000000,,,4,2024
CMR,2025-01-01,all,8548.000000000,,,4,2024
COL,2025-01-01,all,740358.000000000,,,4,2024
CRI,2025-01-01,all,69672.000000000,,,4,2024
CYM,2025-01-01,all,1160.000000000,,,4,2024
ETH,2025-01-01,all,714596.000000000,,,4,2024
GEO,2025-01-01,all,0.000000000,,,4,2024
GMB,2025-01-01,all,2477.000000000,,,4,2024
GTM,2025-01-01,all,18761.000000000,,,4,2024
HKG,2025-01-01,all,198515.000000000,,,4,2024
IDN,2025-01-01,all,7543.000000000,,,4,2024
JAM,2025-01-01,all,5037.000000000,,,4,2024
KEN,2025-01-01,all,535639.000000000,,,4,2024
KOR,2025-01-01,all,4892893.000000000,,,4,2024
MAC,2025-01-01,all,19946.000000000,,,4,2024
MDV,2025-01-01,all,18.000000000,,,4,2024
MEX,2025-01-01,all,6628601.000000000,,,4,2024
MKD,2025-01-01,all,156.000000000,,,4,2024
MLT,2025-01-01,all,37693.000000000,,,4,2024
MNE,2025-01-01,all,130.000000000,,,4,2024
MSR,2025-01-01,all,0.000000000,,,4,2024
MWI,2025-01-01,all,947521.000000000,,,4,2024
NGA,2025-01-01,all,87018.000000000,,,4,2024
NIC,2025-01-01,all,3827621.000000000,,,4,2024
PAK,2025-01-01,all,112705.000000000,,,4,2024
PAN,2025-01-01,all,15445.000000000,,,4,2024
PER,2025-01-01,all,1486222.000000000,,,4,2024
PRY,2025-01-01,all,206695.000000000,,,4,2024
QAT,2025-01-01,all,2174.000000000,,,4,2024
RUS,2025-01-01,all,801224.000000000,,,4,2024
SAU,2025-01-01,all,270758.000000000,,,4,2024
SLV,2025-01-01,all,28527.000000000,,,4,2024
SMR,2025-01-01,all,314.000000000,,,4,2024
SRB,2025-01-01,all,129.000000000,,,4,2024
SYR,2025-01-01,all,18461.000000000,,,4,2024
TGO,2025-01-01,all,1254.000000000,,,4,2024
TJK,2025-01-01,all,0.000000000,,,4,2024
UGA,2025-01-01,all,0.000000000,,,4,2024
URY,2025-01-01,all,111929.000000000,,,4,2024
YEM,2025-01-01,all,6983.000000000,,,4,2024
ZMB,2025-01-01,all,16731.000000000,,,4,2024
AFG,2025-01-01,female,658087.000000000,,,4,2024
AIA,2025-01-01,female,0.000000000,,,4,2024
ARG,2025-01-01,female,945902.000000000,,,4,2024
AUS,2025-01-01,female,1376755.000000000,,,4,2024
BGD,2025-01-01,female,10705.000000000,,,4,2024
BHR,2025-01-01,female,160.000000000,,,4,2024
BMU,2025-01-01,female,1179.000000000,,,4,2024
BOL,2025-01-01,female,161702.000000000,,,4,2024
BRB,2025-01-01,female,0.000000000,,,4,2024
BWA,2025-01-01,female,0.000000000,,,4,2024
CHL,2025-01-01,female,1085319.000000000,,,4,2024
CIV,2025-01-01,female,115505.000000000,,,4,2024
CMR,2025-01-01,female,3371.000000000,,,4,2024
COL,2025-01-01,female,342728.000000000,,,4,2024
CRI,2025-01-01,female,32521.000000000,,,4,2024
CYM,2025-01-01,female,647.000000000,,,4,2024
GMB,2025-01-01,female,1434.000000000,,,4,2024
GTM,2025-01-01,female,12097.000000000,,,4,2024
HKG,2025-01-01,female,97881.000000000,,,4,2024
IDN,2025-01-01,female,1366.000000000,,,4,2024
JAM,2025-01-01,female,2479.000000000,,,4,2024
KOR,2025-01-01,female,2563594.000000000,,,4,2024
MAC,2025-01-01,female,9530.000000000,,,4,2024
MDV,2025-01-01,female,6.000000000,,,4,2024
MSR,2025-01-01,female,0.000000000,,,4,2024
MWI,2025-01-01,female,492711.000000000,,,4,2024
NGA,2025-01-01,female,47284.000000000,,,4,2024
PER,2025-01-01,female,809633.000000000,,,4,2024
PRY,2025-01-01,female,117194.000000000,,,4,2024
QAT,2025-01-01,female,920.000000000,,,4,2024
SAU,2025-01-01,female,89348.000000000,,,4,2024
SLV,2025-01-01,female,15719.000000000,,,4,2024
SYR,2025-01-01,female,9500.000000000,,,4,2024
UGA,2025-01-01,female,0.000000000,,,4,2024
URY,2025-01-01,female,64576.000000000,,,4,2024
ZMB,2025-01-01,female,9785.000000000,,,4,2024
AFG,2025-01-01,male,614790.000000000,,,4,2024
AIA,2025-01-01,male,0.000000000,,,4,2024
ARG,2025-01-01,male,744457.000000000,,,4,2024
AUS,2025-01-01,male,1117683.000000000,,,4,2024
BGD,2025-01-01,male,10270.000000000,,,4,2024
BHR,2025-01-01,male,256.000000000,,,4,2024
BMU,2025-01-01,male,872.000000000,,,4,2024
BOL,2025-01-01,male,167894.000000000,,,4,2024
BRB,2025-01-01,male,0.000000000,,,4,2024
BWA,2025-01-01,male,0.000000000,,,4,2024
CHL,2025-01-01,male,825495.000000000,,,4,2024
CIV,2025-01-01,male,96944.000000000,,,4,2024
CMR,2025-01-01,male,5177.000000000,,,4,2024
COL,2025-01-01,male,395667.000000000,,,4,2024
CRI,2025-01-01,male,28731.000000000,,,4,2024
CYM,2025-01-01,male,513.000000000,,,4,2024
GMB,2025-01-01,male,1043.000000000,,,4,2024
GTM,2025-01-01,male,6664.000000000,,,4,2024
HKG,2025-01-01,male,100634.000000000,,,4,2024
IDN,2025-01-01,male,1903.000000000,,,4,2024
JAM,2025-01-01,male,2558.000000000,,,4,2024
KOR,2025-01-01,male,2329299.000000000,,,4,2024
MAC,2025-01-01,male,10416.000000000,,,4,2024
MDV,2025-01-01,male,12.000000000,,,4,2024
MSR,2025-01-01,male,0.000000000,,,4,2024
MWI,2025-01-01,male,454810.000000000,,,4,2024
NGA,2025-01-01,male,39734.000000000,,,4,2024
PER,2025-01-01,male,676589.000000000,,,4,2024
PRY,2025-01-01,male,89501.000000000,,,4,2024
QAT,2025-01-01,male,1254.000000000,,,4,2024
SAU,2025-01-01,male,181410.000000000,,,4,2024
SLV,2025-01-01,male,12808.000000000,,,4,2024
SYR,2025-01-01,male,8961.000000000,,,4,2024
TCD,2025-01-01,male,0.000000000,,,4,2024
URY,2025-01-01,male,47299.000000000,,,4,2024
VGB,2025-01-01,male,0.000000000,,,4,2024
ZMB,2025-01-01,male,6946.000000000,,,4,2024
